id,title,author,text,state,date_published,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
1055,Breaking News 1055,Emily Davis,This is the content of article 1055. It contains detailed analysis and reports.,Massachusetts,02-05-2020,CNN,Politics,-0.39,683,3685,0,1,72.26,39177,264,Left,TRUE,1,96,1,0.02,44.15,Real
1056,Breaking News 1056,Emily Davis,This is the content of article 1056. It contains detailed analysis and reports.,Ohio,10-04-2022,InfoWars,Business,0.56,154,3966,1,0,48.76,44609,584,Right,TRUE,1,91,6,0.96,95.18,Fake
1057,Breaking News 1057,Alex Johnson,This is the content of article 1057. It contains detailed analysis and reports.,New Jersey,31-01-2024,The Onion,Sports,0.88,542,2003,0,0,61.18,29530,873,Left,TRUE,0,63,4,0.16,91.79,Real
1058,Breaking News 1058,Emily Davis,This is the content of article 1058. It contains detailed analysis and reports.,Florida,11-12-2021,New York Times,Health,-0.75,850,1170,1,1,36.89,12554,971,Right,FALSE,1,85,1,0.16,45.22,Real
1059,Breaking News 1059,Chris Lee,This is the content of article 1059. It contains detailed analysis and reports.,California,21-11-2021,Washington Post,Health,0.07,392,3765,0,1,55.9,17552,97,Right,FALSE,1,17,6,0.56,15.98,Fake
1060,Breaking News 1060,Chris Lee,This is the content of article 1060. It contains detailed analysis and reports.,North Carolina,09-01-2023,Breitbart,Politics,-0.65,834,822,1,1,59.89,37962,548,Center,TRUE,1,10,1,0.92,19.31,Real
1061,Breaking News 1061,Jane Smith,This is the content of article 1061. It contains detailed analysis and reports.,Missouri,07-10-2021,The Onion,Technology,0.1,274,1196,0,1,73,43404,487,Left,TRUE,1,62,5,0.77,7.86,Real
1062,Breaking News 1062,Chris Lee,This is the content of article 1062. It contains detailed analysis and reports.,Massachusetts,08-10-2023,Reuters,Technology,-0.07,563,4096,0,1,65.62,38446,598,Center,TRUE,1,61,4,0.29,43.55,Real
1063,Breaking News 1063,Chris Lee,This is the content of article 1063. It contains detailed analysis and reports.,Florida,19-04-2020,Reuters,Health,-0.66,139,7572,0,0,67.73,22745,22,Center,Mixed,1,19,9,0.45,50.75,Fake
1064,Breaking News 1064,Alex Johnson,This is the content of article 1064. It contains detailed analysis and reports.,Illinois,13-10-2021,New York Times,Technology,-0.91,1131,6670,0,0,79.92,48968,374,Left,TRUE,0,38,8,0.88,55.48,Real
1065,Breaking News 1065,Alex Johnson,This is the content of article 1065. It contains detailed analysis and reports.,Tennessee,12-04-2021,Reuters,Technology,-0.09,1385,4247,0,0,38.76,8827,973,Center,FALSE,1,30,6,0.36,21.99,Real
1066,Breaking News 1066,Emily Davis,This is the content of article 1066. It contains detailed analysis and reports.,New Jersey,17-04-2022,Snopes,Health,-0.96,851,1363,0,0,32.21,33654,149,Right,FALSE,0,99,10,0.43,2.73,Fake
1067,Breaking News 1067,John Doe,This is the content of article 1067. It contains detailed analysis and reports.,Pennsylvania,02-07-2020,Breitbart,Health,-0.81,538,5154,0,0,73.42,9332,871,Left,FALSE,0,52,1,0.57,19.43,Fake
1068,Breaking News 1068,Emily Davis,This is the content of article 1068. It contains detailed analysis and reports.,Missouri,10-02-2021,Snopes,Entertainment,-0.2,649,5956,0,1,51.01,30790,413,Right,FALSE,1,78,7,0.85,68.99,Real
1069,Breaking News 1069,Emily Davis,This is the content of article 1069. It contains detailed analysis and reports.,Wisconsin,15-03-2023,Washington Post,Sports,0.12,898,7241,0,0,58.83,21121,381,Left,FALSE,0,54,1,0.48,84.23,Fake
1070,Breaking News 1070,Chris Lee,This is the content of article 1070. It contains detailed analysis and reports.,New Jersey,17-08-2023,New York Times,Entertainment,0.31,257,2539,0,0,63.94,41869,430,Left,Mixed,1,86,8,0.59,94.77,Real
1071,Breaking News 1071,Alex Johnson,This is the content of article 1071. It contains detailed analysis and reports.,Michigan,07-10-2021,BBC,Health,0.85,141,7251,1,1,60.29,25104,298,Right,Mixed,1,31,8,0.26,73.27,Fake
1072,Breaking News 1072,Alex Johnson,This is the content of article 1072. It contains detailed analysis and reports.,New Jersey,11-09-2020,New York Times,Entertainment,0.82,1083,6107,0,1,48.86,45537,588,Center,FALSE,1,33,9,0.2,86.31,Fake
1073,Breaking News 1073,Emily Davis,This is the content of article 1073. It contains detailed analysis and reports.,Illinois,30-11-2020,The Onion,Politics,-0.51,1389,6873,0,0,74.16,40000,324,Right,TRUE,0,55,9,0.4,38.7,Real
1074,Breaking News 1074,Alex Johnson,This is the content of article 1074. It contains detailed analysis and reports.,Indiana,21-10-2022,Daily Mail,Technology,0.25,1000,968,0,0,51.2,14441,948,Center,TRUE,0,43,1,0.52,65.6,Fake
1075,Breaking News 1075,Emily Davis,This is the content of article 1075. It contains detailed analysis and reports.,Maryland,14-04-2022,Breitbart,Business,0.15,432,7199,0,1,39.53,18566,526,Center,TRUE,1,65,9,0.48,21.8,Fake
1076,Breaking News 1076,John Doe,This is the content of article 1076. It contains detailed analysis and reports.,Missouri,22-04-2021,The Onion,Business,-0.39,767,7234,1,1,69.23,11067,812,Left,FALSE,0,3,1,0.28,84.58,Fake
1077,Breaking News 1077,Emily Davis,This is the content of article 1077. It contains detailed analysis and reports.,California,28-01-2021,Fox News,Health,0.03,1151,6932,1,0,72.2,29079,697,Left,FALSE,1,71,4,0.34,88.24,Fake
1078,Breaking News 1078,Emily Davis,This is the content of article 1078. It contains detailed analysis and reports.,Virginia,29-10-2023,Reuters,Sports,-0.6,117,6635,0,0,66.14,10031,791,Left,TRUE,0,45,7,0.13,4.63,Real
1079,Breaking News 1079,Chris Lee,This is the content of article 1079. It contains detailed analysis and reports.,California,15-02-2020,InfoWars,Technology,-0.78,1027,2402,0,0,52.23,49820,438,Left,Mixed,1,91,10,0.42,21.89,Real
1080,Breaking News 1080,Alex Johnson,This is the content of article 1080. It contains detailed analysis and reports.,Pennsylvania,15-02-2023,InfoWars,Health,0.52,301,5478,1,1,40,20077,849,Right,Mixed,0,99,1,0.06,5.47,Real
1081,Breaking News 1081,Alex Johnson,This is the content of article 1081. It contains detailed analysis and reports.,Maryland,19-04-2023,Reuters,Business,0.56,1215,2990,1,0,40.44,48574,253,Right,Mixed,1,27,8,0.95,7.75,Fake
1082,Breaking News 1082,John Doe,This is the content of article 1082. It contains detailed analysis and reports.,Wisconsin,27-04-2023,Snopes,Business,0.02,628,611,0,1,44.54,48097,568,Center,FALSE,0,68,10,0.42,34.59,Real
1083,Breaking News 1083,Emily Davis,This is the content of article 1083. It contains detailed analysis and reports.,Massachusetts,03-03-2021,New York Times,Politics,0.63,1285,4468,0,0,33.64,41173,114,Right,TRUE,1,1,6,0.21,93.7,Real
1084,Breaking News 1084,Emily Davis,This is the content of article 1084. It contains detailed analysis and reports.,Georgia,03-02-2024,HuffPost,Business,-0.94,828,2229,1,0,38.27,36865,807,Left,Mixed,1,98,8,0.67,12.03,Real
1085,Breaking News 1085,Emily Davis,This is the content of article 1085. It contains detailed analysis and reports.,Illinois,30-06-2020,The Onion,Technology,0.08,768,2353,0,0,64.63,42938,808,Left,Mixed,0,3,10,0.84,89.16,Real
1086,Breaking News 1086,John Doe,This is the content of article 1086. It contains detailed analysis and reports.,Ohio,26-03-2021,The Onion,Politics,0.46,793,505,1,0,45.63,15403,876,Center,TRUE,0,15,5,0.99,91.34,Fake
1087,Breaking News 1087,Alex Johnson,This is the content of article 1087. It contains detailed analysis and reports.,Indiana,12-11-2021,CNN,Health,0.03,519,1176,0,0,34.96,37335,100,Left,FALSE,0,96,6,0.21,44.15,Real
1088,Breaking News 1088,Jane Smith,This is the content of article 1088. It contains detailed analysis and reports.,Maryland,17-11-2020,Washington Post,Sports,0.26,1455,7599,1,1,75.57,30505,24,Center,FALSE,1,42,5,0.18,96.77,Fake
1089,Breaking News 1089,Alex Johnson,This is the content of article 1089. It contains detailed analysis and reports.,New Jersey,06-08-2020,Daily Mail,Technology,-0.85,1406,6301,1,0,70.8,35326,397,Center,Mixed,1,12,4,0.44,48.91,Fake
1090,Breaking News 1090,Alex Johnson,This is the content of article 1090. It contains detailed analysis and reports.,California,24-12-2021,InfoWars,Technology,-0.99,248,4964,1,1,42.38,32612,363,Center,TRUE,0,7,1,0.92,35.44,Fake
1091,Breaking News 1091,Chris Lee,This is the content of article 1091. It contains detailed analysis and reports.,Washington,08-02-2024,Fox News,Entertainment,0.91,183,1229,1,1,44.36,25873,842,Center,TRUE,1,84,7,0.59,58.56,Real
1092,Breaking News 1092,Alex Johnson,This is the content of article 1092. It contains detailed analysis and reports.,North Carolina,20-01-2023,HuffPost,Entertainment,0.16,898,1032,0,1,36.09,45902,276,Left,Mixed,1,11,9,0.05,31.94,Real
1093,Breaking News 1093,Chris Lee,This is the content of article 1093. It contains detailed analysis and reports.,Missouri,19-03-2022,CNN,Sports,0.75,1231,7391,0,0,72.72,39794,320,Right,TRUE,1,80,8,0.35,74.7,Real
1094,Breaking News 1094,Jane Smith,This is the content of article 1094. It contains detailed analysis and reports.,Massachusetts,06-07-2020,New York Times,Politics,-0.9,1173,4155,0,0,77.66,27520,6,Center,TRUE,1,55,2,0.21,39.97,Real
1095,Breaking News 1095,John Doe,This is the content of article 1095. It contains detailed analysis and reports.,Washington,25-11-2021,Daily Mail,Politics,0.09,387,4001,1,1,46.46,33806,379,Left,FALSE,0,79,8,0.7,13.73,Fake
1096,Breaking News 1096,Jane Smith,This is the content of article 1096. It contains detailed analysis and reports.,Wisconsin,21-02-2022,Reuters,Entertainment,0.54,606,4726,0,0,55.58,34922,987,Center,TRUE,1,82,1,0.88,76.79,Real
1097,Breaking News 1097,Chris Lee,This is the content of article 1097. It contains detailed analysis and reports.,Maryland,03-04-2023,New York Times,Entertainment,0.2,874,5679,1,1,44.41,16560,665,Left,TRUE,1,62,10,0.25,16.31,Fake
1098,Breaking News 1098,Jane Smith,This is the content of article 1098. It contains detailed analysis and reports.,Washington,08-09-2021,Fox News,Sports,0.87,107,6589,0,0,46.29,29137,378,Center,Mixed,0,26,9,0.37,23.67,Fake
1099,Breaking News 1099,Chris Lee,This is the content of article 1099. It contains detailed analysis and reports.,Illinois,21-01-2020,Reuters,Sports,-0.05,214,2072,0,1,78.71,9920,198,Right,TRUE,0,48,3,0.7,71.18,Fake
1100,Breaking News 1100,Jane Smith,This is the content of article 1100. It contains detailed analysis and reports.,Texas,16-06-2021,CNN,Politics,-0.55,1169,2487,0,1,33.13,47496,623,Right,FALSE,0,84,2,0.68,68.13,Fake
1101,Breaking News 1101,Emily Davis,This is the content of article 1101. It contains detailed analysis and reports.,Arizona,04-02-2023,Snopes,Technology,-0.04,587,4838,0,0,36.67,41787,6,Center,FALSE,1,14,7,0.45,5.9,Fake
1102,Breaking News 1102,Jane Smith,This is the content of article 1102. It contains detailed analysis and reports.,North Carolina,15-06-2020,The Guardian,Sports,0.8,674,3746,0,0,69.72,41462,158,Center,TRUE,1,73,3,0.01,17,Fake
1103,Breaking News 1103,Jane Smith,This is the content of article 1103. It contains detailed analysis and reports.,Ohio,18-07-2023,Washington Post,Politics,-0.84,642,7515,0,0,34.52,46208,162,Left,TRUE,1,42,8,0.45,64.01,Fake
1104,Breaking News 1104,Alex Johnson,This is the content of article 1104. It contains detailed analysis and reports.,New York,28-07-2022,InfoWars,Entertainment,-0.06,398,6735,0,1,36.85,35602,620,Left,TRUE,0,99,5,1,51.31,Real
1105,Breaking News 1105,Alex Johnson,This is the content of article 1105. It contains detailed analysis and reports.,Tennessee,07-10-2022,InfoWars,Technology,0.16,388,3565,1,1,77.32,6790,205,Right,FALSE,1,76,4,0.65,46.31,Real
1106,Breaking News 1106,Alex Johnson,This is the content of article 1106. It contains detailed analysis and reports.,Washington,28-05-2023,Fox News,Business,-0.46,1021,1657,1,0,52.08,36707,79,Center,TRUE,0,9,2,0.94,95.75,Fake
1107,Breaking News 1107,Jane Smith,This is the content of article 1107. It contains detailed analysis and reports.,Maryland,27-02-2023,Washington Post,Technology,-0.89,662,5304,1,0,66,22868,673,Left,TRUE,0,42,4,0.53,52.14,Real
1108,Breaking News 1108,Chris Lee,This is the content of article 1108. It contains detailed analysis and reports.,Tennessee,16-01-2020,HuffPost,Technology,0.79,1458,4852,0,0,46.55,21905,260,Center,Mixed,1,23,1,0.26,84.56,Fake
1109,Breaking News 1109,Emily Davis,This is the content of article 1109. It contains detailed analysis and reports.,New York,30-05-2023,BBC,Technology,0.79,1015,5661,0,1,69.64,7597,545,Center,FALSE,1,0,5,0.78,53.88,Real
1110,Breaking News 1110,Alex Johnson,This is the content of article 1110. It contains detailed analysis and reports.,Georgia,25-02-2024,New York Times,Sports,0.77,1395,3729,1,0,74.71,20099,459,Center,TRUE,0,90,7,0.82,28.01,Fake
1111,Breaking News 1111,Chris Lee,This is the content of article 1111. It contains detailed analysis and reports.,Arizona,09-11-2022,The Onion,Health,0.96,509,4656,0,0,69.56,43163,435,Center,TRUE,0,8,5,0.29,93.01,Real
1112,Breaking News 1112,Chris Lee,This is the content of article 1112. It contains detailed analysis and reports.,California,21-12-2022,HuffPost,Sports,-0.41,645,6188,0,1,78.04,7427,981,Left,Mixed,1,46,1,0.96,86.32,Fake
1113,Breaking News 1113,Emily Davis,This is the content of article 1113. It contains detailed analysis and reports.,Wisconsin,24-03-2022,Reuters,Business,-0.43,584,6829,1,0,49.03,13578,311,Center,Mixed,0,29,2,0.34,56.13,Fake
1114,Breaking News 1114,Jane Smith,This is the content of article 1114. It contains detailed analysis and reports.,Florida,17-10-2020,CNN,Technology,0.29,1337,2621,0,0,45.87,30727,816,Right,TRUE,1,4,5,0.36,5.89,Real
1115,Breaking News 1115,Jane Smith,This is the content of article 1115. It contains detailed analysis and reports.,Maryland,26-06-2023,Washington Post,Entertainment,-0.74,706,3548,1,0,73.86,47456,260,Left,Mixed,0,24,6,0.95,71.14,Real
1116,Breaking News 1116,Chris Lee,This is the content of article 1116. It contains detailed analysis and reports.,Ohio,31-07-2023,BBC,Technology,0.61,1067,6843,0,1,46.74,10292,822,Center,TRUE,1,38,7,0.16,46.88,Fake
1117,Breaking News 1117,Jane Smith,This is the content of article 1117. It contains detailed analysis and reports.,Florida,13-10-2023,Daily Mail,Technology,-0.18,979,4888,0,1,37.7,14618,285,Center,TRUE,0,68,7,0.26,66.57,Real
1118,Breaking News 1118,Emily Davis,This is the content of article 1118. It contains detailed analysis and reports.,Texas,23-02-2020,Snopes,Business,-0.33,1192,5596,1,0,78.04,8358,639,Right,Mixed,0,44,7,0.33,72.05,Real
1119,Breaking News 1119,Jane Smith,This is the content of article 1119. It contains detailed analysis and reports.,Indiana,14-11-2020,Snopes,Politics,0.72,185,7613,1,0,64.72,49408,393,Center,Mixed,0,13,4,0.59,50.57,Fake
1120,Breaking News 1120,Chris Lee,This is the content of article 1120. It contains detailed analysis and reports.,Tennessee,10-06-2022,New York Times,Politics,-0.24,169,2863,1,1,36.5,2505,769,Left,FALSE,1,100,1,0.07,17.86,Real
1121,Breaking News 1121,Emily Davis,This is the content of article 1121. It contains detailed analysis and reports.,Georgia,27-05-2020,CNN,Sports,-0.61,906,6829,0,0,60.49,45834,63,Left,TRUE,0,79,10,0.13,29.61,Fake
1122,Breaking News 1122,Emily Davis,This is the content of article 1122. It contains detailed analysis and reports.,Massachusetts,13-01-2020,The Guardian,Health,-0.84,818,2652,0,1,41.49,31754,147,Left,FALSE,1,3,1,0.14,3.58,Real
1123,Breaking News 1123,Alex Johnson,This is the content of article 1123. It contains detailed analysis and reports.,Indiana,17-04-2020,HuffPost,Entertainment,0.9,1390,563,1,0,65.92,41649,19,Center,TRUE,1,97,6,0.01,93.13,Fake
1124,Breaking News 1124,John Doe,This is the content of article 1124. It contains detailed analysis and reports.,Pennsylvania,14-06-2020,Fox News,Business,0.8,1068,6355,1,1,78.6,46590,618,Right,TRUE,1,95,6,0.36,90.12,Fake
1125,Breaking News 1125,Jane Smith,This is the content of article 1125. It contains detailed analysis and reports.,Arizona,03-11-2022,The Guardian,Health,-0.39,1264,3401,1,0,54.18,21156,347,Center,TRUE,1,32,4,0.55,25.84,Real
1126,Breaking News 1126,Jane Smith,This is the content of article 1126. It contains detailed analysis and reports.,California,31-03-2022,Washington Post,Sports,-0.02,1492,6044,0,0,44.2,14158,834,Center,Mixed,1,98,8,0.9,98.34,Fake
1127,Breaking News 1127,Emily Davis,This is the content of article 1127. It contains detailed analysis and reports.,New York,24-12-2020,Daily Mail,Sports,0.61,1225,4356,0,1,51.41,20643,780,Left,FALSE,1,46,10,0.87,58.71,Fake
1128,Breaking News 1128,Chris Lee,This is the content of article 1128. It contains detailed analysis and reports.,Illinois,13-10-2023,New York Times,Politics,0.86,567,5079,1,0,31.31,39319,573,Left,Mixed,1,74,2,0.46,65.44,Fake
1129,Breaking News 1129,Jane Smith,This is the content of article 1129. It contains detailed analysis and reports.,Maryland,24-09-2021,HuffPost,Sports,-0.71,1041,2171,1,1,66.62,44144,917,Center,TRUE,1,4,5,0.42,11.8,Fake
1130,Breaking News 1130,Chris Lee,This is the content of article 1130. It contains detailed analysis and reports.,Texas,23-01-2024,Reuters,Entertainment,0.46,298,7156,1,0,47.45,25635,894,Right,FALSE,1,72,3,0.01,17.27,Fake
1131,Breaking News 1131,Emily Davis,This is the content of article 1131. It contains detailed analysis and reports.,North Carolina,09-03-2023,New York Times,Politics,-0.32,282,3426,0,0,73.07,12310,724,Right,TRUE,0,49,1,0.07,39.61,Real
